conversation_id,mentee,mentor,timestamp,has_reply,question_raw,question_clean,corpus_text,in_corpus,raw_len,clean_len,corpus_len
24349,Tafridi islam nayem,ObserveOwl,2026-01-27T23:43:00Z,True,"--[[User:Tafridi islam nayem|Tafridi islam nayem]] ([[User talk:Tafridi islam nayem|talk]]) 23:43, 27 January 2026 (UTC)",,,False,120,0,0
24762,Glumpixie,JML1148,2024-05-28T06:51:00Z,False,"[[User:Glumpixie|Glumpixie]] ([[User talk:Glumpixie|talk]]) 06:51, 28 May 2024 (UTC)",,,False,84,0,0
25038,Bauri Pradhan,Zippybonzo,2024-11-28T09:52:00Z,True,"Bauri Pradhan --[[User:Bauri Pradhan|Bauri Pradhan]] ([[User talk:Bauri Pradhan|talk]]) 09:52, 28 November 2024 (UTC)",Bauri Pradhan,,False,117,13,0
26228,Idyllcia,Voorts,2025-07-20T05:14:00Z,True,,,,False,0,0,0
26655,Schbeef,GrayStorm,2024-04-06T16:12:00Z,False,{{Clear}},,,False,9,0,0
27254,Clarity.Revisions,Cremastra,2025-07-24T09:53:00Z,True,,,,False,0,0,0
27837,Salman king rapper,RandFreeman,2026-01-31T19:49:00Z,False,"salman king rapper --[[User:Salman king rapper|Salman king rapper]] ([[User talk:Salman king rapper|talk]]) 19:49, 31 January 2026 (UTC)",salman king rapper,,False,136,18,0
28079,Dale Whitehurst (miracle man),UndercoverClassicist,2025-07-20T22:26:00Z,True,,,,False,0,0,0
29152,Businessuniversepr,Grumpylawnchair,2025-07-18T07:26:00Z,True,,,,False,0,0,0
29613,Bitsy's su-purr world,NotAGenious,2025-01-03T11:38:00Z,False,"bitsy's su-purr world --[[User:Bitsy&#39;s su-purr world|Bitsy&#39;s su-purr world]] ([[User talk:Bitsy&#39;s su-purr world|talk]]) 11:38, 3 January 2025 (UTC)
",bitsy's su-purr world,,False,160,21,0
29928,WAHEED BASHEER,JayCubby,2026-01-29T14:31:00Z,True,", --[[User:WAHEED BASHEER|WAHEED BASHEER]] ([[User talk:WAHEED BASHEER|talk]]) 14:32, 29 January 2026 (UTC)",",",,False,107,1,0
30579,Update local,Reconrabbit,2025-09-26T19:26:00Z,False,"Update local --[[User:Update local|Update local]] ([[User talk:Update local|talk]]) 19:26, 26 September 2025 (UTC)",Update local,,False,114,12,0
30707,Spywalkers,KuyaMoHirowo,2025-12-10T19:13:00Z,True,{{Main|Wikipedia:Guide to administrator intervention against vandalism|Wikipedia:Administrator intervention against vandalism}},,,False,127,0,0
31053,Mohamadbougaffour,OnlyNano,2024-12-22T11:19:00Z,False,"mohamadbougaffour --[[User:Mohamadbougaffour|Mohamadbougaffour]] ([[User talk:Mohamadbougaffour|talk]]) 11:19, 22 December 2024 (UTC)",mohamadbougaffour,,False,133,17,0
31294,GENERAL TEMMYGOLD,MuffinHunter0,2025-12-08T12:23:00Z,False,"General TemmyGold --[[User:GENERAL TEMMYGOLD|GENERAL TEMMYGOLD]] ([[User talk:GENERAL TEMMYGOLD|talk]]) 12:24, 8 December 2025 (UTC)",General TemmyGold,,False,132,17,0
31464,Gadisaanugusee,Nedia020415,2025-12-18T12:44:00Z,False,"01320831356300 --[[User:Gadisaanugusee|Gadisaanugusee]] ([[User talk:Gadisaanugusee|talk]]) 12:44, 18 December 2025 (UTC)",01320831356300,,False,121,14,0
31571,MdSohel155R,Nedia020415,2025-11-05T17:38:00Z,True,"MdSohel155R
01604144530 --[[User:MdSohel155R|MdSohel155R]] ([[User talk:MdSohel155R|talk]]) 17:38, 5 November 2025 (UTC)","MdSohel155R
01604144530",,False,120,23,0
31974,Vuyisile vuyo,Tankishguy,2026-01-31T10:18:00Z,False,"2026 68288 5 --[[User:Vuyisile vuyo|Vuyisile vuyo]] ([[User talk:Vuyisile vuyo|talk]]) 10:18, 31 January 2026 (UTC)",2026 68288 5,,False,115,12,0
32265,Sarju Alam,ArkadenBoden,2026-01-20T07:09:00Z,False,"Sarju Alam --[[User:Sarju Alam|Sarju Alam]] ([[User talk:Sarju Alam|talk]]) 07:09, 20 January 2026 (UTC)",Sarju Alam,,False,104,10,0
32454,Hana tanahana,CFA,2024-08-12T10:43:00Z,False,"10091003172312560 --[[User:Hana tanahana|Hana tanahana]] ([[User talk:Hana tanahana|talk]]) 10:43, 12 August 2024 (UTC)",10091003172312560,,False,119,17,0
33183,7wm5623y,Frostly,2023-01-10T23:39:00Z,False,". --[[User:7wm5623y|7wm5623y]] ([[User talk:7wm5623y|talk]]) 23:39, 10 January 2023 (UTC)",.,,False,89,1,0
33283,Bridgednashawn,Trialpears,2022-03-17T02:59:00Z,False,"3393-5388-3870-50944 --[[User:Bridgednashawn|Bridgednashawn]] ([[User talk:Bridgednashawn|talk]]) 03:00, 17 March 2022 (UTC)",3393-5388-3870-50944,,False,124,20,0
34057,ZACHARY BOYINGTON,Rusty Cat,2025-07-23T19:38:00Z,True,,,,False,0,0,0
34280,MW-dinesh,CFA,2025-07-23T07:07:00Z,False,,,,False,0,0,0
34619,Handscobe,Frostly,2023-12-11T16:49:00Z,True,"Handscobe --[[User:Handscobe|Handscobe]] ([[User talk:Handscobe|talk]]) 16:49, 11 December 2023 (UTC)",Handscobe,,False,101,9,0
35720,Global Shipping Researcher,Zoozaz1,2023-11-16T09:40:00Z,False,,,,False,0,0,0
36055,Opige Sunday Toxic,Myrealnamm,2025-07-29T16:29:00Z,True,"Opige Sunday Toxic --[[User:Opige Sunday Toxic|Opige Sunday Toxic]] ([[User talk:Opige Sunday Toxic|talk]]) 16:29, 29 July 2025 (UTC)",Opige Sunday Toxic,,False,133,18,0
36106,OranAmin77,Royiswariii,2025-05-04T16:01:00Z,False,"OranAmin77 --[[User:OranAmin77|OranAmin77]] ([[User talk:OranAmin77|talk]]) 16:01, 4 May 2025 (UTC)",OranAmin77,,False,99,10,0
36248,Asterabiye1,Aafi,2025-04-16T00:27:16Z,True,"--[[User:Asterabiye1|Asterabiye1]] ([[User talk:Asterabiye1|talk]]) 00:27, 16 April 2025 (UTC)",,,False,94,0,0
36295,Buddhimatta,AirshipJungleman29,2025-08-13T07:34:07Z,True,,,,False,0,0,0
36795,Afadisu,CabinetCavers,2026-04-03T11:58:02Z,False,"Afadisu --[[User:Afadisu|Afadisu]] ([[User talk:Afadisu|talk]]) 11:58, 3 April 2026 (UTC)",Afadisu,,False,89,7,0
36893,Brendan7211966,ClaudineChionh,2025-12-06T22:25:20Z,False,,,,False,0,0,0
36960,Itz pranali 000,Coolgurl5555,2026-03-15T14:12:07Z,False,"--[[User:Itz pranali 000|Itz pranali 000]] ([[User talk:Itz pranali 000|talk]]) 14:12, 15 March 2026 (UTC)",,,False,106,0,0
37469,Mokles01730,Fuddle,2026-03-13T19:10:04Z,False,"01644708639 --[[User:Mokles01730|Mokles01730]] ([[User talk:Mokles01730|talk]]) 19:10, 13 March 2026 (UTC)",01644708639,,False,106,11,0
37771,Prof Dr Jaya Laxmi Pradhan,GoldRomean,2026-04-16T06:20:29Z,True,"--[[User:Prof Dr Jaya Laxmi Pradhan|Prof Dr Jaya Laxmi Pradhan]] ([[User talk:Prof Dr Jaya Laxmi Pradhan|talk]]) 06:20, 16 April 2026 (UTC)",,,False,139,0,0
38021,Susanne413113*,Ipigott,2021-08-20T02:32:23Z,True,"([[User:Susanne413113*|Susanne413113*]] ([[User talk:Susanne413113*|talk]]) 02:32, 20 August 2021 (UTC))",,,False,104,0,0
38333,Brø Chhãñg,Isochrone,2025-01-29T09:55:00Z,False,"Brø Chhãñg --[[User:Brø Chhãñg|Brø Chhãñg]] ([[User talk:Brø Chhãñg|talk]]) 09:55, 29 January 2025 (UTC)",Brø Chhãñg,,False,104,10,0
38492,Gw nasir 50k,Kline,2024-07-25T05:18:35Z,False,"gw Nasir 50k --[[User:Gw nasir 50k|Gw nasir 50k]] ([[User talk:Gw nasir 50k|talk]]) 05:18, 25 July 2024 (UTC)",gw Nasir 50k,,False,109,12,0
39078,,Mujinga,2025-05-17T02:07:32Z,True,"I am trying to edit a page and I was told I need to add a reference, is there a proper way of doing that without just typing ""this is my reference"" and then adding the reference. --[[User:Fawkjufase|Fawkjufase]] ([[User talk:Fawkjufase|talk]]) 02:07, 17 May 2025 (UTC)","I am trying to edit a page and I was told I need to add a reference, is there a proper way of doing that without just typing ""this is my reference"" and then adding the reference.",,False,268,178,0
39323,Abubakar saidu,Oshwah,2025-11-18T20:58:36Z,False,"Abubakar saidu --[[User:Abubakar saidu|Abubakar saidu]] ([[User talk:Abubakar saidu|talk]]) 20:58, 18 November 2025 (UTC)",Abubakar saidu,,False,121,14,0
39637,WikiNewbie2025,Oshwah,2025-06-15T22:46:01Z,False,"--[[User:WikiNewbie2025|WikiNewbie2025]] ([[User talk:WikiNewbie2025|talk]]) 22:46, 15 June 2025 (UTC)",,,False,102,0,0
40423,Buford Cricket,Rusty Cat,2026-03-01T20:37:45Z,True,"BUFORD CRICKET --[[User:Buford Cricket|Buford Cricket]] ([[User talk:Buford Cricket|talk]]) 20:37, 1 March 2026 (UTC)",BUFORD CRICKET,,False,117,14,0
40441,Taleshwar Sen,SCHolar44,2022-05-08T11:29:09Z,False,"Taleshwar Sen --[[User:Taleshwar Sen|Taleshwar Sen]] ([[User talk:Taleshwar Sen|talk]]) 11:29, 8 May 2022 (UTC)",Taleshwar Sen,,False,111,13,0
40716,Coffeelio6062,Snugglebuns,2026-03-21T00:25:33Z,False,"Coffeelio6062 --[[User:Coffeelio6062|Coffeelio6062]] ([[User talk:Coffeelio6062|talk]]) 00:25, 21 March 2026 (UTC)",Coffeelio6062,,False,114,13,0
40787,رشاد محمد أحمد حسين الانسي,SunloungerFrog,2026-04-08T19:51:29Z,True,"774137445 رشاد محمد أحمد حسين الانسي --[[User:رشاد محمد أحمد حسين الانسي|رشاد محمد أحمد حسين الانسي]] ([[User talk:رشاد محمد أحمد حسين الانسي|talk]]) 19:51, 8 April 2026 (UTC)",774137445 رشاد محمد أحمد حسين الانسي,,False,175,36,0
41182,Syed Muzammil french cakes,Wugapodes,2021-10-30T19:39:27Z,False,"--[[User:Syed Muzammil french cakes|Syed Muzammil french cakes]] ([[User talk:Syed Muzammil french cakes|talk]]) 19:39, 30 October 2021 (UTC)",,,False,141,0,0
41227,EllenTiebot,Zanahary,2025-08-18T21:16:50Z,False,"* --[[User:EllenTiebot|EllenTiebot]] ([[User talk:EllenTiebot|talk]]) 21:16, 18 August 2025 (UTC)",,,False,97,0,0
41286,MohammadAnazim,Zanahary,2026-04-14T06:56:50Z,False,"* --[[User:MohammadAnazim|MohammadAnazim]] ([[User talk:MohammadAnazim|talk]]) 06:56, 14 April 2026 (UTC)",,,False,105,0,0
